id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName
icbk7b7qoo8syulzptc6y2ac,Dominik,Mašek,NaN,NaN,Male,D. Mašek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-08-01,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,29.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
jxrq5a63f8wjyonu0prz48ut,Dominik,Preisler,NaN,NaN,Male,D. Preisler,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1995-09-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,83.0,NaN,20.0,2022-07-01Z,active,no,NaN,NaN,2025-02-18Z,NaN
17e78wivkulu647aezeztkiqd,Marek,Bakoš,Marek,Bakos,Male,M. Bakoš,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,1983-04-15,Nová Baňa,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,76.0,NaN,NaN,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN
1lrnbjvb7xsbbpwlleoxjou8k,Matyáš,Šilhavý,Matyás,Silhavy,Male,M. Šilhavý,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2007-03-06,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,15.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN
2bf28lr218vw4pxri6ovksa5m,Matěj,Valenta,Matej,Valenta,Male,M. Valenta,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-02-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,76.0,NaN,32.0,2024-02-09Z,active,yes,NaN,NaN,NaN,NaN
3av4ovazno2pxi0fg3icxq3f9,Jhon Édison,Mosquera Rebolledo,Jhon,Mosquera,Male,J. Mosquera,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1990-05-08,Candelaria,Colombia,6kby8rq1p01fg5ds38ckkrcs5,186.0,78.0,left,18.0,2021-07-01Z,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,2025-01-10Z,NaN
42ybprj1rxbn2fz3ionthzbo,Prince Kwabena,Adu,Prince,Adu,Male,P. Adu,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2003-09-23,Sunyani,Ghana,2q2sw72utw5gu9t5y4knckwba,179.0,NaN,right,80.0,2024-08-28Z,active,yes,NaN,NaN,NaN,NaN
43jy22jv9mtezhrs22lppv3l5,Svetozar,Marković,Svetozar,Markovic,Male,S. Marković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2000-03-23,Bijeljina,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,76.0,right,3.0,2024-08-30Z,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
4dnao2yd0v4btv2dlmx6tfsut,Jan,Trousil,Jan,Trousil,Male,J. Trousil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1976-04-09,Kutna Hora,Czechia,5md5tpwr2nmqao528prx43jr7,191.0,88.0,NaN,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
4riunfstr4l3lqrrd0lffv7fu,Lukáš,Červ,Lukás,Cerv,Male,L. Červ,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2001-04-10,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,70.0,right,6.0,2024-02-09Z,active,yes,NaN,NaN,NaN,NaN
4wbrkcm2bxeps49cjf747or2s,Tom,Slončík,Tom,Sloncík,Male,T. Slončík,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-12-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,29.0,2024-06-21Z,active,no,NaN,NaN,2025-01-27Z,NaN
58vrddf0ws30ev8rrkjpkkrxm,Pavel,Šulc,Pavel,Sulc,Male,P. Šulc,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-12-29,Karlovy Vary,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,76.0,right,31.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
5qwergu94zpb6wglhk008qbro,Idjessi Yethro,Metsoko,Idjessi,Metsoko,Male,I. Metsoko,Togo,3jiuckrqd0zejkm452st5dyq7,Attacker,player,2002-03-14,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,93.0,2024-02-23Z,active,no,France,7gww28djs405rfga69smki84o,2024-08-20Z,NaN
603w7gqz9xm0ines0oq74qwb8,Ricardo,Viana Filho,Ricardo,Viana Filho,Male,Ricardinho,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2001-04-23,São Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,178.0,83.0,both,9.0,2024-07-03Z,active,no,NaN,NaN,2025-01-17Z,Ricardinho
6enr5slebk8zq5it8xafsgems,James,Bello,James,Bello,Male,J. Bello,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2005-05-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN
6xnat41ep14zu3qz6utt32z11,Lukáš,Kalvach,Lukás,Kalvach,Male,L. Kalvach,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1995-07-19,Olomouc,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,77.0,right,23.0,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN
6za3yitvynb3riv1l8y4qup5h,Milan,Havel,Milan,Havel,Male,M. Havel,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1994-08-07,Benešov,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,77.0,right,24.0,2020-01-01Z,active,yes,NaN,NaN,NaN,NaN
725lp72qyqzvbul0aarhvi99m,Robin,Hranáč,Robin,Hranác,Male,R. Hranáč,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2000-01-29,Plzeň,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,85.0,right,3.0,2023-07-01Z,active,no,NaN,NaN,2024-08-25Z,NaN
7cgekcpn1trfydj4gqsj4yvx0,Alexandr,Sojka,Alexandr,Sojka,Male,A. Sojka,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2003-04-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,12.0,2024-07-03Z,active,yes,NaN,NaN,NaN,NaN
7nw2ismkbgv3u53ua2glahbhm,Merchas,Ghazi Salih Doski,Merchas,Ghazi Salih Doski,Male,Merchas Doski,Iraq,1uzblzx1s42jn6zk6hivjzby8,Defender,player,1999-12-07,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,172.0,96.0,left,14.0,2025-01-26Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,Merchas Doski
8972qh4ybyfiq7n5dwy9zgudx,Martin,Jedlička,Martin,Jedlicka,Male,M. Jedlička,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1998-01-24,Pribram,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,NaN,NaN,16.0,2024-02-09Z,active,yes,NaN,NaN,NaN,NaN
8fgscsdgytvhw5y6mlthxtrdh,Erik,Jirka,Erik,Jirka,Male,E. Jirka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1997-09-19,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,75.0,right,33.0,2022-08-11Z,active,no,NaN,NaN,2024-12-30Z,NaN
96deivn85excx5vovtoh758no,Amar,Memić,Amar,Memic,Male,A. Memić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,2001-01-20,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,99.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
9ctd54hlsaxfi1tsha385di7e,Daniel,Vašulín,Daniel,Vasulín,Male,D. Vašulín,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1998-06-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,51.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
9flybbh38iiwdkrcwcvzd3578,Viktor,Baier,Viktor,Baier,Male,V. Baier,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2005-01-16,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,30.0,2023-05-22Z,active,yes,NaN,NaN,NaN,NaN
9v54aj9t3bby2nfzcwtr15o2c,Rafiu,Adekunle Durosinmi,Rafiu,Durosinmi,Male,R. Durosinmi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2003-01-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,17.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
a04qi42wyt8iyogd5ybcclqdx,Jan,Kopic,Jan,Kopic,Male,J. Kopic,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1990-06-04,Humpolec,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,80.0,right,10.0,2015-07-01Z,active,yes,NaN,NaN,NaN,NaN
a145j0ygpazk4wq1qo8wiamz9,Matěj,Vydra,Matej,Vydra,Male,M. Vydra,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1992-05-01,Chotebor,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,71.0,right,11.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN
a3q75g4ni6a5w8ajin85rsacq,Christophe,Kabongo,Christophe,Kabongo,Male,C. Kabongo,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-08-27,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,37.0,2024-06-26Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN
a9l9kaebv2dlo434goqe0z33e,Cheick Oumar,Souaré,Cheick,Souaré,Male,C. Souaré,France,7gww28djs405rfga69smki84o,Midfielder,player,2002-09-03,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,19.0,2024-06-21Z,active,yes,Guinea,4i9sg55wigitrfx7290f59ceo,NaN,NaN
ab470admyu96ui8vuuybym2vo,Karel,Spáčil,Karel,Spácil,Male,K. Spáčil,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2003-05-18,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2025-01-28Z,active,no,NaN,NaN,2025-01-29Z,NaN
aq0sz764bvc50t7nzc1kyhkwk,Jan,Paluska,Jan,Paluska,Male,J. Paluska,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2005-06-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,5.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
aqa3peejinzqik8uh11l006hh,Marián,Tvrdoň,Marián,Tvrdon,Male,M. Tvrdoň,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-08-18,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,194.0,86.0,NaN,13.0,2021-07-14Z,active,yes,NaN,NaN,NaN,NaN
at1ruslevx8yzmwdw6bzfx1t6,Carlos Eduardo,Lopes Cruz,Carlos Eduardo,Lopes Cruz,Male,Cadu,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1997-08-08,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN,22.0,2023-07-01Z,active,yes,NaN,NaN,NaN,Cadu
b1aboy0e76o5y6cgtcy4yatjo,Jiří Maxim,Panoš,Jirí,Panos,Male,J. Panoš,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2007-11-15,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,left,20.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN
bist0b8gg6qi30rdd8qx423h0,Ondřej,Deml,Ondrej,Deml,Male,O. Deml,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2005-01-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,25.0,2024-04-10Z,active,no,NaN,NaN,2024-08-07Z,NaN
btl07lxy29q5k36jjicd4ht78,Sampson Kazorla,Kargeoh Dweh Jr.,Sampson,Dweh,Male,S. Dweh,Liberia,78fh41lat89a3xaqjqcdzb4ul,Defender,player,2001-10-10,NaN,Liberia,78fh41lat89a3xaqjqcdzb4ul,NaN,NaN,NaN,40.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
cv0lj7jfh4jslcj7az4d5h5ux,Václav,Jemelka,Václav,Jemelka,Male,V. Jemelka,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1995-06-23,Olomouc,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,75.0,left,21.0,2022-08-11Z,active,yes,NaN,NaN,NaN,NaN
d6xsu2ijgwtbmjlum7l8vjiay,Cheikh Cory,Sène,Cheikh,Sène,Male,C. Sène,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2001-04-20,Guédiawaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,196.0,94.0,right,4.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
dpc5f2udlfksumgvjq5hxh0mi,Florian,Wiegele,Florian,Wiegele,Male,F. Wiegele,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,2001-03-21,NaN,Austria,hcs1bd49qliqqity6o268jyt,205.0,NaN,NaN,1.0,2024-06-21Z,active,no,NaN,NaN,2025-01-05Z,NaN
e7tk4yl59cjwhsf67bdcmqf2t,Jan,Sýkora,Jan,Sykora,Male,J. Sýkora,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1993-12-29,Plzeň,Czechia,5md5tpwr2nmqao528prx43jr7,170.0,64.0,both,7.0,2022-07-06Z,active,no,NaN,NaN,2024-12-31Z,NaN
jfeinbhat7lk2q2mme25v179,Miroslav,Koubek,Miroslav,Koubek,Male,M. Koubek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1951-09-01,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
m37bqjsovidurd3q3uxtnfu1,Václav,Míka,Václav,Míka,Male,V. Míka,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2000-06-01,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,26.0,2024-07-01Z,active,no,NaN,NaN,2024-09-05Z,NaN
n8q95rv9owcq5d84ejy2laz9,Lukáš,Hejda,Lukás,Hejda,Male,L. Hejda,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1990-03-09,Bílovec,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,85.0,right,2.0,2012-07-01Z,active,yes,NaN,NaN,NaN,NaN
13huwd4hvkl1p6e520h1g9udw,Christián,Bačinský,Christián,Bacinsky,Male,C. Bačinský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-11-20,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,26.0,2024-09-27Z,active,yes,NaN,NaN,NaN,NaN
13qump3jqfvk6r4tkce84smhh,Filip,Rada,Filip,Rada,Male,F. Rada,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1984-09-05,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,78.0,NaN,1.0,2008-08-01Z,active,yes,NaN,NaN,NaN,NaN
1d8f7joji4br68la7ag5dnqc4,Martin,Ambler,Martin,Ambler,Male,M. Ambler,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-07-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,169.0,NaN,left,12.0,2024-08-23Z,active,yes,NaN,NaN,NaN,NaN
1j9ty6ncoes22t954ygd6mpsk,David,Ludvíček,David,Ludvícek,Male,D. Ludvíček,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-08-24,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,2.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
2blohzupqrmrrvk9pmf2nvqc4,Shoya,Atsuta,NaN,NaN,Male,S. Atsuta,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,2004-02-02,NaN,Japan,lxyibh89lpdc0bfian1nx0xq,177.0,NaN,NaN,NaN,2024-07-01Z,active,no,NaN,NaN,2025-01-26Z,NaN
2dd2x7yrnumrilidnzlmw4mei,Filip,Lichý,Filip,Lichy,Male,F. Lichý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-01-25,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,both,20.0,2024-07-23Z,active,yes,NaN,NaN,2025-06-30Z,NaN
2lnqemb0o4q2fonoqxg050j6c,Michal,Svoboda,Michal,Svoboda,Male,M. Svoboda,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-02-15,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,5.0,2024-07-10Z,active,yes,NaN,NaN,2025-06-30Z,NaN
2lqoy22li9gq5llnpro7q2jf9,Rajmund,Mikuš,NaN,NaN,Male,R. Mikuš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1995-11-29,Dunajská Streda,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,71.0,NaN,10.0,2025-01-26Z,active,yes,NaN,NaN,2025-06-30Z,NaN
2nzd0i1ogw693mmjznt0cw05x,Tomáš,Vondrášek,Tomás,Vondrásek,Male,T. Vondrášek,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1987-10-26,Sokolov,Czechia,5md5tpwr2nmqao528prx43jr7,176.0,74.0,NaN,17.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
304ci2fmm33j8d1itbkw4ott5,Jakub,Barac,Jakub,Barac,Male,J. Barac,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1996-08-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,66.0,right,26.0,2021-01-21Z,active,no,NaN,NaN,2024-09-05Z,NaN
3av4ovazno2pxi0fg3icxq3f9,Jhon Édison,Mosquera Rebolledo,Jhon,Mosquera,Male,J. Mosquera,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1990-05-08,Candelaria,Colombia,6kby8rq1p01fg5ds38ckkrcs5,186.0,78.0,left,8.0,2025-01-29Z,active,yes,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN
3cfoswqxyk4xr6w4vf6vn7d2h,Marcel,Čermák,NaN,NaN,Male,M. Čermák,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1998-11-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,19.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
3mvlwvdxinnu1jjlmrmz1ae0a,Jakub,Zeronik,Jakub,Zeronik,Male,J. Zeronik,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2001-02-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,27.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
4ws5yyl6igkq2oqotvxx6feg9,Lukáš,Matějka,Lukás,Matejka,Male,L. Matějka,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1997-12-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,72.0,NaN,22.0,2024-07-10Z,active,no,NaN,NaN,2025-01-25Z,NaN
5lpnmlctrv7nok18j13025wb9,Jaroslav,Svozil,NaN,NaN,Male,J. Svozil,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1993-09-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,78.0,NaN,25.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
5qs2zjngnxtmezy4xg4w34kph,Pavel,Moulis,Pavel,Moulis,Male,P. Moulis,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1991-04-07,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,76.0,NaN,10.0,2022-07-14Z,active,no,NaN,NaN,2025-01-28Z,NaN
5qyqblztrewibvjz9pyjs0v84,Kevin-Prince,Milla,Kevin-Prince,Milla,Male,K. Milla,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2003-12-25,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,183.0,80.0,right,22.0,2025-01-26Z,active,yes,NaN,NaN,2025-06-30Z,NaN
62oculkrsho4dltr3uy685vxl,Ricardo Jorge,Silva Araújo,Ricardo Jorge,Silva Araújo,Male,Jorginho,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1998-06-27,Vila Nova de Famalicão,Portugal,1nbm5i9a0403zzvltn17lxinc,176.0,71.0,left,3.0,2025-01-26Z,active,yes,NaN,NaN,NaN,Jorginho
6jbkgyzbbsg53dcupzy5lkcno,Štěpán,Šebrle,Stepán,Sebrle,Male,Š. Šebrle,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-09-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,15.0,2021-01-18Z,active,yes,NaN,NaN,NaN,NaN
6vlentw8fj5x6nvyep8itblec,Jiří,Hudec,Jirí,Hudec,Male,J. Hudec,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-09-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2024-07-01Z,active,no,NaN,NaN,2024-08-06Z,NaN
79198m53vjfwsiyofsrrt979w,Filip,Matoušek,NaN,NaN,Male,F. Matoušek,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-07-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,16.0,2024-07-01Z,active,no,NaN,NaN,2025-02-05Z,NaN
7cizsb6o499cxqbjboaz54qy2,Ondřej,Ullman,Ondrej,Ullman,Male,O. Ullman,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-04-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,19.0,2022-07-01Z,active,no,NaN,NaN,2025-02-20Z,NaN
7dt7hw901mhuow1q1ktjsr3yt,Michal,Horňák,Michal,Hornák,Male,M. Horňák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1970-04-28,Vsetín,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,NaN,NaN,NaN,2025-02-14Z,active,yes,NaN,NaN,NaN,NaN
81pnvf9h58ug0eoyagcl6au3t,Matúš,Hruška,NaN,NaN,Male,M. Hruška,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-09-17,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,28.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
9aw959jwk6xljnnq4u0jc8x9m,Martin,Douděra,Martin,Doudera,Male,M. Douděra,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-02-01,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,11.0,2022-07-01Z,active,no,NaN,NaN,2025-02-21Z,NaN
9my6bzt752d0lq9iu0bkk0z6c,Oleksandr,Mahdi,NaN,NaN,Male,O. Mahdi,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,2004-10-21,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,NaN,13.0,2025-02-14Z,active,no,Czechia,5md5tpwr2nmqao528prx43jr7,2025-02-20Z,NaN
9ok30ybctd4tmsv4c19vhh5d6,Mários,Pourzitídis,Mários,Pourzitídis,Male,M. Pourzitídis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1999-05-08,Thessaloniki,Greece,6lpgd60z890no2v46zdecrcss,190.0,NaN,right,33.0,2025-01-28Z,active,yes,Czechia,5md5tpwr2nmqao528prx43jr7,2025-06-30Z,NaN
aa3zx8e626376on5dnkei4m0a,Dominik,Hašek,Dominik,Hasek,Male,D. Hašek,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-07-19,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,80.0,right,18.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
bui3k0lbk3iglpuyngcvvufpw,Filip,Špatenka,Filip,Spatenka,Male,F. Špatenka,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2004-02-22,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,NaN,NaN,21.0,2023-03-03Z,active,yes,NaN,NaN,NaN,NaN
c0x3ja1ca9bt1c70slb7l5zo5,Petr,Rada,Petr,Rada,Male,P. Rada,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1958-08-21,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,174.0,NaN,NaN,NaN,2022-06-08Z,active,yes,NaN,NaN,NaN,NaN
c3375lzzbpbcr131r1gi26thx,Jan,Peterka,Jan,Peterka,Male,J. Peterka,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1990-04-22,Ústí nad Labem,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,74.0,NaN,7.0,2021-02-08Z,active,yes,NaN,NaN,NaN,NaN
cnrf3ryvswxqisyebo1yeqqy1,Daniel Karol,Kozma,Daniel,Kozma,Male,D. Kozma,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1995-08-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,39.0,2019-01-02Z,active,yes,NaN,NaN,NaN,NaN
de4piasm2krjds8gyujxhwtzp,Muris,Mešanović,Muris,Mesanovic,Male,M. Mešanović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,1990-07-06,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,177.0,75.0,right,9.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
eqbg1fjsw76rqgontxtlo1ip5,Masimiliano,Doda,Masimiliano,Doda,Male,M. Doda,Albania,17zsm8shejejls2on1ffil3op,Defender,player,2000-11-17,NaN,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN,NaN,4.0,2024-07-17Z,active,yes,NaN,NaN,NaN,NaN
es483in85a999fkdrcvubgfmc,Jakub,Hodek,NaN,NaN,Male,J. Hodek,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2001-09-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,14.0,2025-01-05Z,active,yes,NaN,NaN,NaN,NaN
ex4r8s9s3d0dr0admzh7bn9ck,Jakub,Jeřábek,Jakub,Jerábek,Male,J. Jeřábek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2001-04-17,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,25.0,2023-07-01Z,active,no,NaN,NaN,2024-08-27Z,NaN
