id,firstName,lastName,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,status,active,dateOfBirth,height,foot,shortFirstName,shortLastName,weight,placeOfBirth,secondNationality,secondNationalityId,knownName
8xrco8qhcvplvc3wmcschoi22,Tobias,Mølgaard Henriksen,T. Mølgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1996-07-22,182.0,right,Tobias,Mølgaard,75.0,NaN,NaN,NaN,NaN
9lecsi8eqpy3jj9zvvhahkvmc,Mathias Dahl,Sauer,M. Sauer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,2004-04-02,181.0,left,Mathias,Sauer,73.0,NaN,NaN,NaN,NaN
asfu3i70ss0wqmdenqpx37p7u,Kevin Enkido,Yakob,Kevin Yakob,Iraq,1uzblzx1s42jn6zk6hivjzby8,Midfielder,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,2000-10-10,185.0,right,Kevin Enkido,Yakob,75.0,Gothenburg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Kevin Yakob
aswmi1pnkzkvkexp8ngief6j9,Felix Olof Allan Nelson,Beijmo,F. Beijmo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,1998-01-31,185.0,right,Felix,Beijmo,77.0,Stockholm,NaN,NaN,NaN
bxea3tj0tpi7zmf6k5jtut889,Sigurd,Hauso Haugen,S. Haugen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,active,yes,1997-07-17,187.0,right,Sigurd,Haugen,77.0,Haugesund,NaN,NaN,NaN
c6wip4rfbv5a932cilwjssup6,Jonathan,Jørgensen Hutters,J. Hutters,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2004-02-21,NaN,NaN,Jonathan,Hutters,NaN,NaN,NaN,NaN,NaN
ca1b5707pdpx0ucug40ggnahh,Frederik,Brandhof,F. Brandhof,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1996-07-05,182.0,right,Frederik,Brandhof,72.0,Skive,NaN,NaN,NaN
cgkvw4q8ddcjl0po181upzwx6,Eric Andre,Kahl,E. Kahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,2001-09-27,178.0,left,Eric,Kahl,69.0,Stockholm,Thailand,71wqq15l0mvpl4lneayzzh44g,NaN
e9lrzsiy94y46h62rnawi3sgl,Henrik,Dalsgaard,H. Dalsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1989-07-27,192.0,right,Henrik,Dalsgaard,81.0,Viborg,NaN,NaN,NaN
eenms6qw5avbs70mjrmbvldxx,Uwe,Rösler,U. Rösler,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,1968-11-15,NaN,NaN,Uwe,Rösler,NaN,Altenburg,NaN,NaN,NaN
efubck8twu1elbhlomltnjjtg,Richmond,Gyamfi,R. Gyamfi,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,2004-09-09,NaN,right,Richmond,Gyamfi,NaN,NaN,NaN,NaN,NaN
em0yawcqyqwf53hbj0zlz4duc,Aksel Emil,Halsgaard,A. Halsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2005-04-30,NaN,NaN,Aksel,Halsgaard,NaN,NaN,NaN,NaN,NaN
esasiq4j83g377zb8zi0bgpnt,Janni-Luca,Serra,J. Serra,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,1998-03-13,193.0,left,Janni,Serra,87.0,Hannover,NaN,NaN,NaN
14mwsmzsrmev2646t2gg22has,Rasmus,Brodersen,R. Brodersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2002-03-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16jhb1u8d6m6cdcl65d4zo2l0,Mark Jonas,Garly Pedersen,M. Garly,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2002-01-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1jj8w33jcfel3r2eirslko7x0,Lucas,Ørneborg,L. Ørneborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2002-07-25,NaN,NaN,Lucas,Ørneborg,NaN,NaN,NaN,NaN,NaN
2s0ylgflg6lgc0tcxsap7jac4,Tobias,Skaarup Nielsen,T. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2004-07-01,183.0,right,NaN,NaN,72.0,Copenhagen,NaN,NaN,NaN
30jdlk11jgdcosrpoww41anf8,Pachanga Cassoma,Kristensen,P. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2006-12-07,187.0,left,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32k9y87w06vfcz85qrtgtf6c,Ibrahim,Kalil Junior Doumbia,I. Doumbia,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,Côte d'Ivoire,tin6kf561ywonqan0mettr98,active,yes,2001-03-22,190.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48uqngihbphe6ttv7v9xfpal1,Daniel Alexander,Pedersen,D. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1992-07-27,183.0,right,Daniel,Pedersen,84.0,NaN,NaN,NaN,NaN
4brcvdxviy9f03iwcavxll80l,Hørður,Heðinsson Askham,H. Askham,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,active,yes,1994-09-22,NaN,NaN,Hørdur,Askham,NaN,NaN,NaN,NaN,NaN
9id5ac36rso3gdee21i7npwyc,Linus,Bondo Jensen,L. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2003-01-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4nembuvq6py2e5y91wntbgmqc,Christian,Wagner Bonderup Larsen,C. Wagner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2003-02-13,186.0,right,Christian,Wagner,NaN,NaN,NaN,NaN,NaN
4uc2nen511qky1djp4hd549ka,Marcelo Peter,Cunha Randolf,M. Randolf,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2003-02-27,NaN,NaN,Marcelo,Cunha Randolf,NaN,NaN,NaN,NaN,NaN
52j99ro7i4ax9h264tc9r01ec,Christian,Espensen Troelsen,C. Troelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2004-04-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6yg08m7b3m2mglehqtrnt2qc,Albert,Profit Gaub-Jakobsen,A. Gaub-Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2002-10-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7asgz0cl4mf29qg8i2u2tqiok,Julius,Lind,J. Lind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2003-10-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8ii8snymcafyrv1x9srwkrtka,Søren Ulrik,Ilsøe,S. Ilsøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1999-10-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99i5d7e4omhni5ybvh075joph,Darren,Devlin Sidoel,D. Sidoel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,yes,1998-03-10,180.0,NaN,Darren,Sidoel,68.0,Den Haag,NaN,NaN,NaN
9u69a9rofy9zufs84rk7wo3ys,Ilias,Namli,I. Namli,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2004-04-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9vw9wglsd3z70tfgtk2i9rbx0,Emiliano Damian,Gomez,E. Gomez,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,Argentina,2vovxa97k7v7ofa85dah2xktb,active,yes,2003-11-29,170.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a77xihlq2nrxlsorfmdbrsvdh,Indy,Groothuizen,I. Groothuizen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,yes,1996-07-22,190.0,both,Indy,Groothuizen,92.0,Alkmaar,NaN,NaN,NaN
cdfm08a0t0v4ox0y2zfseprmc,Hakim,Sighaoui,H. Sighaoui,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2004-03-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clf3fgzelbfqh8sya98k5pdlg,Frederik,Lindgaard,F. Lindgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2005-04-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dec4c6i2zwhwv0v3mvp8ckhnu,Adrien,Koudelka,A. Koudelka,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,2002-05-23,NaN,NaN,Adrien,Koudelka,NaN,NaN,NaN,NaN,NaN
ec6qqle54cq9gck2jhnbpjzs9,Erik Kristian,Lindell,E. Lindell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,1996-02-14,187.0,right,Erik,Lindell,71.0,Norrköping,NaN,NaN,NaN
evrq25f8ygy8kf8xmvfn1akbu,David Francesco,Roufpanah,D. Roufpanah,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,1987-11-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1xq8e8gyi85o44yvcj7lpoges,Søren,Freund Jensen,S. Freund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1996-03-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2b8lhwv0mutwt2hpiete610d0,Nikolai Reinholdt,Have,Nikolai Have,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2bifs04zfxpxpaz2vqq5gfvft,Frederik,Rej-Rosenqvist,F. Rej-Rosenqvist,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1999-11-29,191.0,both,Frederik,Rej-Rosenqvist,NaN,NaN,NaN,NaN,NaN
39fzc4fil47hgxs99mvm4auqc,Nikolai,Have Petersen,Nikolai Have,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1998-12-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3on1e43m8me5bspoiy3qfcmxg,Magnus,Bødtker Christensen,M. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2001-11-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3znge8eti0pz9wbp3ystq28lw,Mathias,Virkelyst-Andersen,M. Virkelyst-Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2000-03-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45aijj5k49uqc2i3htq9m8k8a,Gustav,Harlev,G. Harlev,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1998-01-17,184.0,NaN,Gustav,Harlev,NaN,NaN,NaN,NaN,NaN
4k6nqfog2uf96ta31xwxovb4k,Bünyamin,Topal,B. Topal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2003-12-17,170.0,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4q95ixko5i2lckydlaguyq87o,Nicolai Krag,Andersen,N. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4w4ybxjuz53846rzx49ql7ifo,Oliver Greibe,Jensen,O. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4xpsgbf9y4wuh05nlfks7n310,Nicolai,Hansen,N. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56bc5o92xkpcjc8lr9ga40ufo,Magnus,Hoffmann,M. Hoffmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6bn70jn6grqfplqqh7cy0vlec,Magnus,Adler Holmstrup,M. Holmstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6i3nibkbvk0qnijpr1c2e56hg,Lasse,Lyby,L. Lyby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,175.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6mtba4zc7qenwmpo8manzryfo,Tobias,Christiansen,T. Christiansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2001-08-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72oyfiqea7dcqzzdgj5v79250,Jonas,Threms,J. Threms,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1997-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7ac032n3nb86dh35rhkrz45xw,Christian Jimmy,Ravn Espenhain,C. Espenhain,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2002-03-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80erojuza94bvj45r0l16pclw,Jacob,Harlev,J. Harlev,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1993-08-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88rk6irof44gkwt4bh11w9el0,Anders,Fleng Nielsen,A. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2002-03-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9w4om17zfncfc1mlqyqfdf9ck,Ashab,Mukudajev,A. Mukudajev,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2001-08-18,187.0,both,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ym9u4tuglrb58edd5aufr190,Oliver Claus,Asmussen,O. Asmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
arx7nn3atkhyi5a43zwuj5ez8,Holger,Jarlgaard,H. Jarlgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2003-03-25,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b06ioyzsn1xyml9w6sfhiyl90,Niklas,Skou Holm,N. Skou Holm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2000-01-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b0ink27ffm7h29veewe9v9bmc,William,Sonne Kops,W. Kops,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b7bgsieexa0bfuw9q0xhme0wk,Victor,Blaabjerg,V. Blaabjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bblxea5s356bc5rlv3eupo650,Sebastian,Pitzner-Schmidt,S. Pitzner-Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1996-10-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bcimdl3uts6elbfep2jcasd0,Oscar,Miller Leonardas Dargis,O. Dargis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bfitbyw65pazrux3yaqf7exw4,Peter Frimand,Rasmussen,P. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ci9yt9wzon2twukyz0skl2tck,Mads,Kragerup,M. Kragerup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2001-08-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ckf95cen7bu26idcbxk831rtg,Jacob,Jæger,J. Jæger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1998-02-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cndyust91gdam4qdvcvhekzfu,Oliver,Sylvest Høeg,O. Sylvest,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2004-02-14,NaN,NaN,Oliver,Sylvest,NaN,NaN,NaN,NaN,NaN
cof67ojvpercle6rfwzoq88b8,David,Wagner,D. Wagner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1991-07-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cw6xr19fm54n3ip0k39ptec5w,Daniel,Krogh,D. Krogh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2003-02-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d06nnp1ahvrpbkj6193rtki96,Jonathan Hilbert,Eriksen,J. Eriksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1998-10-11,NaN,NaN,Jonathan,Eriksen,NaN,NaN,NaN,NaN,NaN
d15xutmyr150amfdzhdu7pes4,Mark Allan,Storr Parrish,M. Parrish,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1987-11-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e6r5m5fj4nd2gb4x5m2ilaeqc,Lucas Buhl,Refnov,L. Refnov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
etsmn9ue75zck01fqz1tustg4,Dennis,Foss Nielsen,D. Foss,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1964-06-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1p28cu8o5lfhxdbva5estn504,Mathias,Thorlacius,M. Thorlacius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2001-03-16,177.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1treu9j7m5flhed7ur04fmok5,Lasse,Fosgaard,L. Fosgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1986-09-06,181.0,both,Lasse,Fosgaard,77.0,Rødovre,NaN,NaN,NaN
1x8yvqtsvmrww1kf2s20qv1be,Lucas,Christiansen,L. Christiansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2000-07-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46oi0vkwz0ncarvu0k9libuok,Baboucarr,Baldeh,B. Baldeh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2001-12-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
586lann2laq552objl7pe1y39,Benny,Gall,B. Gall,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1971-03-14,191.0,NaN,NaN,NaN,NaN,Kobenhavn,NaN,NaN,NaN
5iwqwj43283rowc7blawtihhw,August Snorre Vitus,Frandsen,A. Frandsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1999-09-13,187.0,both,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5lo8quk4dou9xyf9xe1ykuesq,Patrick,Nielsen,P. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1996-09-18,193.0,NaN,Patrick,Nielsen,85.0,København,NaN,NaN,NaN
5sr2jyd0pea4jx09sx9232iok,Benjamin,Zeka,B. Zeka,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2001-05-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5zx88k30y60zr2cixkdqpq3o4,Mikkel,Berg Ottesen,M. Ottesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2000-09-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6ao46fzrr0d7ktr7qbcfy4lxw,Nicklas,Busk Andreasen,N. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2000-02-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7hhoth243l9lozb81hqoaa5uc,Simon,Ustrup,S. Ustrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1996-08-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7tt7vc72m663g7taew504p7h0,Rasmus,Frølund Thomsen,R. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1994-09-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
802e7ae63wga94013darzevis,Anthon,Bay Dich,A. Dich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1998-04-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8bprtvakgx3khb877mimgp9uc,Andreas,Fabricius,A. Fabricius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2002-10-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8iuc9k7icwnjf2v2vjwd7v14a,Marco,Balck,M. Balck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1997-08-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
